Subject,Code,Description
ARAB,219,"3.0, 3 cr.
A  beginner  to  mid-level  course  in  modern  Turkish  with  initial  emphasis  on  spoken 
Turkish and a gradual introduction to reading.
"
ARAB,220,"3.0; 3 cr. 
An  elementary-level  course  designed  to  help  students  start  learning  Persian  by 
introducing  the  Persian  alphabet  and  building  communicative  skills.  The  emphasis 
is on speaking and using the language for communication but all four language skills 
(listening, speaking, reading, and writing) as well as pronunciation and vocabulary will 
be emphasized. Every term.
"
ARAB,221,"3.0; 3 cr. 
An  elementary-level  course  that  helps  students  continue  to  expand  upon  what  they 
have learned in Introductory Persian I. Like its prerequisite, this course also focuses on 
using the language for communication while teaching all four language skills (listening, 
speaking, reading, and writing). Annually.
"
ARAB,222,"3.0; 3 cr. 
This class places the Semitic languages of the Levant (Arabic, Hebrew, Phoenician, and 
Syriac) in their historical perspective by introducing the discipline of Semitic studies, 
especially  in  its  comparative  orientation.  Especial  emphasis  is  placed  on  Arabic 
dialectology, an often-overlooked aspect of Semitic studies. Annually.
"
ARAB,223,"3.0; 3 cr. 
This  writing-intensive  course  seeks  to  familiarize  students  with  Arabic  journalism 
writing  styles  over  a  comprehensive  range  of  story  styles  and  regional  news  outlet 
house styles. Special attention is paid to the specialized vocabulary of news reporting. 
Every term.
"
ARAB,224,"3.0; 3 cr.
A  detailed  study  of  stylistics  balagha  and  metrics  ‘arud.  This  course  surveys  the 
contribution of the Arabs to stylistic studies and introduces their theory of versification. 
Annually. 
"
ARAB,225,"3.0; 3 cr. (each)
A year-long course divided into a brief introduction and an extended segment in applied 
translation.  In  the  introduction,  theoretical  problems  and  issues  of  translation  are 
discussed. The course is then transformed into an extended workshop where students 
will be preoccupied with their own translation exercises from and into both Arabic and 
English. Every term.
"
ARAB,226,"3.0; 3 cr. (each)
A year-long course divided into a brief introduction and an extended segment in applied 
translation.  In  the  introduction,  theoretical  problems  and  issues  of  translation  are 
discussed. The course is then transformed into an extended workshop where students 
will be preoccupied with their own translation exercises from and into both Arabic and 
English. Every term.
"
ARAB,227,"3.0; 3 cr. (each)
These  two  courses  deal  with  various  topics  of  Arabic  linguistic  sciences,  mainly 
phonetics, semantics, and lexicology. Annually. 
"
ARAB,228,"3.0; 3 cr. (each)
These  two  courses  deal  with  various  topics  of  Arabic  linguistic  sciences,  mainly 
phonetics, semantics, and lexicology. Annually. 
"
ARAB,229,"3.0; 3 cr.
A  course  dealing  with  the  impact  of  Greek  culture  on  classical  Arabic  literature  and 
thought, and the rise and development of Arab intellectualism. Annually.
"
ARAB,230,"3.0; 3 cr.
A  broad  overview  of  Arabic  literature  throughout  the  ages.  This  course  primarily 
emphasizes the literary production embodied in the works that give Arabic literature 
its unique character in different periods, while concentrating on the major themes and 
genres around which this literature revolves. Annually.
"
ARAB,231," 3.0; 3 cr.
A course highlighting characteristic elements of Arabian life in its heroic age prior to 
Islam,  while  considering  its  individual,  tribal,  and  mythical  codes.  Main  problems, 
sources, and strains of the poetry of this age are surveyed. The substantial component 
of the course is comprised of critical analysis of representative poems. Annually.
"
ARAB,232," 
A  survey  of  new  genres  of  poetry  that  blossomed  when  desert  Arabs  were  deployed 
outside their peninsula following the conquests. This is examined through a compact 
probe of the economic, social, and political factors that affected Arabian life, from the 
advent of Islam to the end of the Arabian (Umayyad) era. The substantial component of 
the course is comprised of critical analysis of representative poems. Annually.
"
ARAB,233,"3.0; 3 cr. (each)
A  survey  of  Arabic  poetry  during  the  Abbasid  period  that  considers  the  historical, 
political, and social background. The first part of the course deals with the major poets 
of the early Abbasid era, which ends during the reign of al-Mu’tasim while the second 
part surveys the poetry of the latter Abbasid age up to the fall of Baghdad. Annually.
"
ARAB,234,"3.0; 3 cr. (each)
A  survey  of  Arabic  poetry  during  the  Abbasid  period  that  considers  the  historical, 
political, and social background. The first part of the course deals with the major poets 
of the early Abbasid era, which ends during the reign of al-Mu’tasim while the second 
part surveys the poetry of the latter Abbasid age up to the fall of Baghdad. Annually.
"
ARAB,235,"3.0; 3 cr.
An  introduction  to  Arabic  literature  in  Islamic  Spain.  Students  read  and  analyze 
Andalusian  poetry  and  prose,  with  special  emphasis  on  the  new  literary  forms  that 
appeared in al-Andalus. Annually.
"
ARAB,236,"3.0; 3 cr.
An introduction to major Qur’anic issues such as the collection of the Qur’an, Qur’anic 
imagery, and the various trends in Qur’anic exegesis. Annually.
"
ARAB,237,"3.0; 3 cr. (each)
A year-long course studying the factors that shaped modern Arabic poetry, tracing the 
phases of its development, and analyzing in detail its various characteristics. Annually.
"
ARAB,238,"3.0; 3 cr. (each)
A year-long course studying the factors that shaped modern Arabic poetry, tracing the 
phases of its development, and analyzing in detail its various characteristics. Annually.
"
ARAB,239,"3.0; 3 cr.
Tackles  landmark  novels  and  examples  of  short  fiction.  Proceeding  largely  in 
chronological  order,  the  sequence  of  readings  addresses  genres  such  as  historical 
novels  and  autobiographies,  as  well  as  themes  including  war,  exile,  and  gender. 
Annually. 
"
ARAB,240,"3.0; 3 cr.
A survey of the rise and development of  the dramatic literary genre in modern Arabic, 
with a focus on the main factors that led to the rise of drama. Students will thoroughly 
analyze a number of selected works by prominent Arab playwrights. Annually. 
"
ARAB,241,"3.0; 3 cr.
A course on the development of Arab literary theory and criticism from the classical 
period  to  the  present.  This  course  is  structured  according  to  the  main  themes  that 
concerned Arab critics throughout the ages, as well as the major critical trends and their 
prominent representatives. Annually. 
"
ARAB,243," 3.0; 3 cr.
A course in which students read and analyze extracts from the works of major prose 
writers  representing  the  main  trends  in  classical  Arabic  prose,  beginning  with  pre-
Islamic times up to the age of al-Ma`arri. Annually. 
"
ARAB,244,"3.0; 3 cr.
A survey of the main doctrines, terms, and modes of expression that are peculiar to the 
major Muslim sects (firaq) in the medieval age, and the impact they had on literature. 
Mu`tazila,  Ash`ariyya,  and  Imamiyya  constitute  the  focal  point  of  the  course,  which 
includes readings in selected representative texts. Annually. 
"
ARAB,245," 
A  two-semester  course  dealing  with  the  Arab  cultural  renaissance  of  1800–1940. 
Special emphasis is placed on the impact of the West on the making of the modern Arab 
literary culture. Annually. 
"
ARAB,246," 
A  two-semester  course  dealing  with  the  Arab  cultural  renaissance  of  1800–1940. 
Special emphasis is placed on the impact of the West on the making of the modern Arab 
literary culture. Annually. 
"
ARAB,247," 3.0; 3 cr.
A course covering the following topics: Folktales, the novella in The Arabian Nights, and 
the hero sagas such as Sirat Bani Hilal. This course aims at studying the textual history 
of this special genre, its language, motives, and structures. Students are also exposed 
to various methodological approaches to folk literature. Annually. 
"
ARAB,248,"3.0; 3 cr. 
A collaborative investigation of select topics in Arab and Middle Eastern History viewed 
from multiple perspectives. Periodic progress reports and the incorporation of findings 
in an interpretive term paper are required. Senior status and permission of instructor 
are  required.  Students  who  receive  credit  for  ARAB  248  cannot  receive  credit  for  
ISLM 341. Annually.
"
ARAB,249,"3.0; 3 cr.
A course aiming to acquaint students with Sufi literature as one of the major aspects in 
Arabic literature. Annually.
"
ARAB,251,"3.0; 3 cr. (each)
A course that varies in content and focuses on selected topics in language and literature. 
May be repeated for credit. Annually. 
"
ARAB,252,"3.0; 3 cr. (each)
A course that varies in content and focuses on selected topics in language and literature. 
May be repeated for credit. Annually. 
"
ARAB,253,"3.0; 3 cr.
A course on 21st century prose and poetry. As it retraces the manifestation of canonical 
tropes in contemporary literature, the course focuses on the topics, writers, and genres 
that emerge in times of change and upheavals. Annually.
"
ARAB,254,"3.0; 3 cr.
A course on how modern and/or classical writers imagined cities in poetry and prose. 
Special attention will be given to the concepts of loss, exile, and collective memory in 
the representation of urban spaces in prose and poetry. Annually.
"
ARAB,256," 
An  introduction  to  Judeo-Arabic  (Middle  Arabic)  focusing  on  Ibn  Maymun  and  his 
writings. The class emphasizes the influence of Arabic on medieval Hebrew. Through the 
reading of his texts, students will discover the Andalusian physician and philosopher 
from his childhood in Cordova to his position as the personal doctor of Salaheddine and 
the head of the Jewish community in Cairo. Alternate years. 
"
ARAB,257,"3.0; 3 cr.
The  course  is  devoted  to  the  two  major  representatives  of  the  maqamat  genre,  its 
precursor al-Hamadhani (d. 1008) and his more famous emulator al-Hariri (d. 1122). The 
course will include both close reading of selected passages and discussion of the entire 
texts of the maqamat. The readings are supplemented by additional texts from other 
genres in Arabic literature which share sources, literary features, or common discourse 
with  the  maqamat,  such  as  faraj  ba’d  al-shidda  stories,  anecdotes,  popular  tales, 
letters, treatises, and ornate prose. Alternate years.
"
ARAB,258,"3.0; 3 cr.
A course that examines the interplay between language and identity in the contemporary 
Arb  world.  The  course  explores  the  definitions  of  “identity”  and  the  various  factors 
that shape it within individuals and communities. Special focus is placed on analyzing 
language and identity debates in Lebanon, the Maghreb, Iraq, and the Gulf region and 
framing  them  within  their  relevant  historical,  ethnic,  and  socio-economic  contexts. 
Annually.
"
ARAB,290,"3.0; 3 cr.
A seminar on the times, life, and poetry of this major Arab poet. It combines the historical 
and the literary analytical-critical methodologies. Its substantial component comprises 
close  textual  analysis  of  poetry  from  the  different  phases  of  the  poet’s  intertwined 
private and public life. Alternate years.
"
ENGL,100,"(A & B)
The Intensive English Course (IEC), ENGL 100 is intended for undergraduate and graduate 
applicants to AUB who have been selected for admission but have not met the language 
requirement of Readiness for University Study in English (RUSE). Spring and Fall.
See Readiness for University Study in English (RUSE) on page 36 for more details. 
"
ENGL,102,"3.0; 3 cr1.
A course that offers instruction in the writing of short essays of various expository types 
(e.g., description, comparison and contrast, cause and effect). This course emphasizes 
communicative  fluency  and  accuracy.  Throughout  the  course  students  are  involved 
in authentic communicative and academic tasks, such as class discussions, informal 
debates, and oral presentations. Spring and Fall.
"
ENGL,203,"3.0; 3 cr.
A course designed to develop critical thinking, reading, and writing at the sophomore 
level. Students compose essays based on their analysis of and response to thematic 
articles presented in class. Every term.
"
ENGL,204,"3.0; 3 cr.
A course designed to provide rigorous training in reading comprehension, synthesis, 
critiquing, and research skills. Although ENGL 204 builds on many of the skills learned 
in ENGL 203, it differs in that it encourages more advanced independent research as 
well as writing and discussion in relation to a variety of issues across the curriculum. 
Prerequisite: ENGL 203. This course does not count toward graduation for students in 
SFEA. Every term.
"
ENGL,206,"3.0; 3 cr.
A course that introduces students to English used for communication in technical fields. 
This course focuses on reading, writing, oral communication activities, and preparation 
and presentation of technical reports. Prerequisite: ENGL 203. For students in SFEA only. 
Every term.
"
ENGL,101,"3.0; 3 cr.
An  introduction  for  freshman  students  to  literature  in  English.  Readings  may  vary 
from  term  to  term.  Pre-  or  corequisite:  ENGL  203  or  ENGL  204,  based  on  placement. 
Occasionally. 
"
ENGL,103,"3.0; 3 cr.
An introduction for freshman students to drama in English. The course focuses on a 
selection of major playwrights from different periods. Readings may vary from term to 
term. Pre- or corequisite: ENGL 203 or ENGL 204, based on placement. Occasionally.
"
ENGL,104,"3.0; 3 cr.
An introduction for freshman students to poetry in English. The course focuses on a 
variety of authors and periods and contexts. Readings may vary from term to term. Pre- 
or corequisite: ENGL 203 or ENGL 204, based on placement. Occasionally.
"
ENGL,105,"3.0; 3 cr.
An introduction for freshman students to American writing from the colonial period to 
the present. Readings may vary from term to term. Pre- or corequisite: ENGL 203 or ENGL 
204, based on placement. Occasionally.
"
ENGL,106,"3.0; 3 cr.
An introduction to non-British and non-American literatures in English. Readings may 
vary from term to term. Pre- or corequisite: ENGL 203 or ENGL 204, based on placement. 
Occasionally. 
"
ENGL,109,"3.0; 3 cr.
An introduction to various forms of creative writing for freshman. Students will produce 
a portfolio of original work. Prerequisite: Freshman status; pre- or corequisite: ENGL 203 
or ENGL 204. Students may not receive credit for both ENGL 109 and ENGL 236, based on 
placement. Occasionally.
"
ENGL,205,"3.0; 3 cr.
A course that covers major literary works from the early medieval period to the later 
eighteenth century. Readings may vary from term to term. Pre- or corequisite: ENGL 203 
or higher, based on placement. Every term.
"
ENGL,207,"3.0; 3 cr.
A course that covers major works of literature from Romanticism to the contemporary 
period. Readings may vary from term to term. Pre- or corequisite: ENGL 203 or higher, 
based on placement. Every term.
"
ENGL,209,"3.0; 3 cr. 
A course that covers major works of American literature and a broad range of writers. 
Readings may vary from term to term. Pre- or corequisite: ENGL 203 or higher, based on 
placement. Every term.
"
ENGL,210,"(A, B, C, D, E…) 
A course covering major works of medieval literature, with attention to both form and 
cultural context. Some attention to original language may be given. Readings may vary 
from term to term. Prerequisite: ENGL 203 or higher, based on placement. Occasionally. 
May be repeated for credit for a maximum of 6 credits.
"
ENGL,211,"(A, B, C, D, E…)
A  course  that  covers  major  works  of  sixteenth  and  seventeenth-century  literature, 
with attention to both form and cultural context. Readings may vary from term to term. 
Prerequisite: ENGL 203 or higher, based on placement. Occasionally. May be repeated for 
credit for a maximum of 6 credits.
"
ENGL,212,"3.0; 3 cr.
A  course  that  covers  several  representative  plays  by  Shakespeare,  with  attention  to 
form,  cultural  context  and  the  theatrical  practices  of  the  period.  Some  attention  to 
Shakespeare’s poetry or adaptation may be given. Readings may vary from term to term. 
Prerequisite: ENGL 203 or higher, based on placement. Every term.
"
ENGL,213,"(A, B, C, D, E… )
A course that covers major works of eighteenth and early nineteenth-century literature, 
with attention to both form and cultural contexts. Readings may vary from term to term. 
Prerequisite: ENGL 203 or higher, based on placement. Occasionally. May be repeated for 
credit for a maximum of 6 credits.
"
ENGL,216,"3.0; 3 cr.
A course that covers a variety of dramatic forms from the modern and contemporary 
Anglophone world, with attention to form and cultural context. Readings may vary from 
term to term. Prerequisite: ENGL 203 or higher, based on placement. Occasionally.
"
ENGL,217,"3.0; 3 cr.
A course that covers theories of the novel as well as literary examples from the eighteenth 
century to the present, largely in the Anglophone world, with attention to genre, form, 
and  social  context.  Readings  may  vary  from  term  to  term.  Prerequisite:  ENGL  203  or 
higher, based on placement. Occasionally. 
"
ENGL,218,"3.0; 3 cr.
A course that covers a variety of poetic forms from across all periods, largely in the 
Anglophone world, with attention to form and cultural context. Readings may vary from 
term to term. Prerequisite: ENGL 203 or higher, based on placement. Occasionally.
"
ENGL,219,"3.0; 3 cr.
A course that covers a variety of cinematic forms, with attention to both the technical 
components of film and to cultural context. Prerequisite: ENGL 203 or higher, based on 
placement. Annually.
"
ENGL,221,"3.0; 3 cr.
A  course  that  covers  significant  movements  in  the  history  of  literary  theory,  with 
emphasis on the application of different theoretical schools in contemporary literary 
and cultural analysis. Prerequisite: ENGL 203 or higher, based on placement; and English 
major status or permission of instructor. Every term.
"
ENGL,236,"3.0; 3 cr.
A  workshop-based  course  in  which  students  explore  a  variety  of  creative  forms. 
Approach will vary from course to course, but will cover at least four genres such as 
fiction, nonfiction, poetry, drama, short film or graphic novel. Every term. Students may 
not receive credit for both ENGL 109 and ENGL 236.
"
ENGL,239,"3.0; 3 cr.
A workshop-based course that covers the artistic and technical aspects of screenwriting. 
Students will produce short, original screenplays. Prerequisite: Consent of instructor. 
Annually.
"
ENGL,249,"3.0; 3 cr.
A  workshop-based  course  that  covers  key  elements  in  writing  fiction.  Students  will 
produce a body of original fiction. Prerequisite: Consent of instructor. Occasionally.
"
ENGL,250,"3.0; 3 cr.
A  workshop-based  course  that  covers  a  variety  of  poetic  styles  across  cultures  and 
traditions. Students will produce a collection of original poems. Prerequisite: Consent 
of instructor. Occasionally.
"
ENGL,251," 3.0; 3 cr.
A workshop-based course that covers that artistic and technical aspects of playwriting. 
Students  will  write  original  one-act  plays  to  be  staged.  Prerequisite:  Consent  of 
instructor. Occasionally.
"
ENGL,252,"3.0; 3 cr. 
A workshop-based course that covers the writing of memoir, biography, reportage and 
reflective  essays.  Students  will  produce  a  collection  of  original  works.  Prerequisite: 
Consent of instructor. Occasionally.
"
ENGL,253,"3.0; 3 cr.
A  workshop-based  course  that  covers  cultural  writing  as  a  form  of  creative  prose. 
Students will produce a collection of original reviews of performance and the literary 
arts. Prerequisite: Consent of instructor. Occasionally.
"
ENGL,263,"3.0; 3 cr.
A course that explores current issues in writing center theory and practice. Students 
gain insight into the writing process and hands-on practice with the act of peer tutoring. 
Prerequisite: ENGL 203 or consent of instructor. Every term.
"
ENGL,292,"3.0; 3 cr. 
A writing-intensive course for majors that culminates in a research orientated project. 
Topics  and  approaches  will  vary  depending  on  the  instructor.  Prerequisite:  Senior 
standing. Annually.
BA in English Literature: 39 Credits in English
"
ENGL,107,"3.0; 3 cr.
An examination of the complex relation between language and culture. The course deals 
with ways in which language reflects and shapes culture. Topics include: human vs. non-
human communication, linguistic relativity, cross-cultural pragmatics, etc. Annually.
"
ENGL,108,"3.0; 3 cr.
An introduction to Arabic-English-Arabic translation. Students develop their translation 
skills by translating texts in various genres. Annually.
"
ENGL,227,"3.0; 3 cr.
A general introduction to the study of language structure and use. Students familiarize 
themselves with methods of linguistic analysis, which they apply to English and other 
languages. Every term.
"
ENGL,228,"3.0; 3 cr.
A study of the articulatory, auditory, and acoustic features of sounds from a variety of 
languages. The practical component of this course involves practice in transcription and 
production of sounds. Annually.
"
ENGL,229,"3.0; 3 cr.
An introduction to the cultural and linguistic history of the English language in a global 
context. The course covers the historical evolution of the English language, attempts at 
standardizing English and its contact with other languages, as well as the contexts of its 
twenty-first century expansion. Annually.
"
ENGL,230,"3.0; 3 cr.
An examination of the social factors that influence and shape language variation. This 
course investigates how language is used in both ordinary and formal social exchanges. 
Topics include multilingualism and language choice, regional and social variations and 
language attitudes. Annually.
"
ENGL,231,"3.0; 3 cr.
A study of grammar through exploration and analysis. The course introduces students 
to the concepts and arguments used to describe and understand word and sentence 
structures of English. Annually.
"
ENGL,232,"3.0; 3 cr.
An introduction to first and second language acquisition. The course highlights topics 
such as contexts of learning, learner characteristics, universals of language acquisition 
and the nature-nurture debate. Annually.
"
ENGL,233,"3.0; 3 cr.
An  introduction  to  translation  theories  and  practices.  The  course  offers  hands-on 
opportunities to practice translation between Arabic and English. Pre- or co-requisite: 
ENGL 203 or higher. 
"
ENGL,234,"3.0; 3 cr.
An  introduction  to  the  large  body  of  literature  on  language  and  gender,  with  focus 
on  current  issues  in  gender  studies  from  a  linguistic  perspective.  Students  examine 
how language in use mediates and is mediated by the social construction of gender 
identities. Annually.
"
ENGL,235,"3.0; 3 cr.
An examination of the connection between language and power. This course explores 
the  relationship  between  language  and  the  indexing,  creation  and  maintenance  of 
power  relationships.  Topics  include  standard  and  non-standard  varieties,  accented 
speech and language ideologies. Annually.
"
ENGL,238,"3.0; 3 cr.
A course for English majors that covers methods and practices of reading, writing, and 
research specific to the study of language and literature. Attention is placed on analytical 
thinking, critical reading, and persuasive writing at an advanced level appropriate to the 
discipline. Prerequisite: English major status and ENGL 204, or consent of instructor. 
Every term.
"
ENGL,245," 3.0; 3 cr.
An introduction to the theory and practice of foreign/second language assessment. The 
course considers reasons to assess language skills, what exactly is assessable, and 
how a fair assessment can be made. The social and political implications of assessment 
policy are investigated. Annually.
"
ENGL,246," 3.0; 3 cr.
A  course  that  focuses  on  the  areas  of  society  where  language  plays  a  vital  role. 
It  studies  the  application  of  linguistic  theories,  concepts  and  research  in  solving 
practical  problems.  Topics  covered  include  language  policy  and  planning,  issues  in 
communication,  language  literacy,  translingualism,  critical  discourse  analysis,  and 
language ideology. Annually.
"
ENGL,247,"3.0; 3 cr.
An introduction to the study of spoken and written texts to understand their meanings. 
The course considers the relationship between a text and its social and cultural context, 
and how language is used to present different perspectives on the world and to construct 
different identities. Annually.
"
ENGL,248,"3.0; 3 cr.
This course changes in content from year to year and focuses on varied topics in English 
language. May be repeated for credit. Annually.
"
ENGL,290,"3 cr. 
Directed reading and discussion in a selected topic in literature or language, along with 
the  writing  of  assigned  papers.  Prerequisite:  An  average  of  3.2  (or  80)  or  above  in 
the major. Offered on demand. May be repeated for credit for a maximum of 6 credits.
"
ENGL,293,"Topics vary depending on the instructor. Prerequisite: Senior standing. Annually.
"
ENGL,294,"3.0; 3 cr.
In-depth study of advanced topics in grammar, such as grammar in context, grammar 
and  discourse,  or  grammar  as  science.  May  be  repeated  for  credit  for  a  maximum  of  
6 credits. Annually.
BA in English Language: 39 Credits in English
"
HIST,101,"A  chronological  and  topical  survey  of  the  political  and  socio-economic  forces  that 
have shaped early modern Europe and the rest of the world, including the voyages of 
discovery,  the  development  of  a  global  economy,  the  Enlightenment,  the  American 
Revolution, the French Revolution, and the downfall of Napoleon. Attention is given to 
teaching students how to tackle historical problems and how to initiate and conduct 
research. Open to freshman students only. Annually. 
"
HIST,102,"3.0; 3 cr.
A  chronological  and  topical  survey  of  the  political  and  socio-economic  forces  that 
have shaped modern Europe and the rest of the world, including the development of 
ideologies, the advent of imperialism, World War I, the great depression, and the rise 
of totalitarian regimes and World War II. Attention is given to teaching students how to 
tackle historical problems and how to initiate and conduct research. Open to freshman 
students only. Annually. 
"
HIST,103," 
This course surveys the history of the societies and polities of the Arabs, from the seventh 
to the end of the fifteenth century. The course will emphasize the contributions of the 
Arabs and other peoples in the Middle East to Islamic civilization. The transformation 
and variety of the societies that comprise this civilization over nine centuries will be 
illustrated through the use of narrative texts and selected primary sources.
"
HIST,104," 
This  course  surveys  the  history  of  the  societies  and  polities  of  the  Arabs  from  the 
Ottoman conquests of the early sixteenth century to the twentieth century. The course 
will focus on the following periods and themes: the expansion of the Ottoman empire 
(16th century); the global crisis of the 17th century; the era of the notables (18th century); 
the age of revolutions and reform (19th century); European colonial penetration of the 
region (19th century/
HIST 20th century); and the period of decolonization and globalization 
(20th century).
"
HIST,200," 3.0; 3 cr.
An  introductory  survey  of  the  social  and  political  development  of  the  United  States 
from its colonial origins through the early twentieth century. Principal themes include 
European  settlement  of  the  North  American  continent  and  the  establishment  of  an 
independent United States; the tensions between North and South that culminated in 
civil war; and the social transformations brought about by the rise of a market-oriented, 
industrial society. Open to freshman students. Annually.
"
HIST,201,"An introduction to some of the main themes and problems of the study of history such as 
the structures, aims, and methods of historical writing, and related questions such as 
causation, periodization, and style. The readings in this course are drawn mostly from 
modern texts in the methodology of history. Annually.
"
HIST,202," 
An introduction to the modern history of the Arab East from the Ottoman conquest until 
the outbreak of the Arab revolt. This course also uses case studies relating to the rise of 
local Arab rule and to Arab-Turkish relations in the late Ottoman period. Annually.
"
HIST,210,"3.0, 3 cr.
This course traces the histories of the Roman and Persian empires and the emergence 
of  the  Arab  Muslim  empire  in  Late  Antiquity,  from  approximately  300  A.D.-700  A.D., 
focusing  particularly  on  the  Mediterranean  World  and  the  Near  East  and  on  the  role 
faith (Christian, Zoroastrian and Islamic) played in the ideological foundations of these 
empires. Alternate years.
"
HIST,211,"3.0, 3 cr.
An examination of the life of the Prophet of Islam, Muhammad b. ‘Abd Allāh b. ‘Abd al-
Muttalib al-Hāshimī.   The course analyzes source material for the life of the Prophet, 
including  biographical  literature,  hadith  and  the  Qur’an  and  its  interpretation.  By 
evaluating these primary sources, the course assesses the historicity and the evolution 
of the biographical material on the life of the Prophet. Alternate years.
"
HIST,212,"3.0; 3 cr.
A  course  that  focuses  on  the  origins  of  Islam  in  Arabia,  Islamic  expansion,  internal 
divisions,  and  the  establishment  of  the  Umayyad  dynasty.  This  course  emphasizes 
the  themes  of  Arab  expansion  and  adaptation,  the  historical  roots  of  Shiism, 
institutional developments, problems of societal integration, and the factors of decline.  
Alternate years.
"
HIST,213," 
A  survey  of  the  Abbasid  Caliphate  from  its  establishment  in  750  to  the  Seljuk  take-
over of Baghdad in 1055. This course studies the origins, interpretation, and results 
of  the  Abbasid  revolution,  the  militarization  of  the  state,  the  emergence  of  specific 
institutions, the process of political decentralization, and the flourishing of cultural-
scientific achievements. Alternate years.
"
HIST,214," 
A course that completes the three-part survey of the central lands of Islam, covering the 
period from the Seljuk conquest in the eleventh century until the Ottoman expansion 
into  the  Middle  East  at  the  beginning  of  the  sixteenth  century.  This  course  traces 
the fusion of societies that generated a new social and political order in the region.  
Alternate years.
"
HIST,216,"3.0; 3 cr.
A survey of the major stages of the Fatimid polity from the turn of the tenth century to its 
demise at the end of the twelfth century. Major themes include the political institutions 
of the Fatimid state, the intellectual trends of the Fatimid movement, and the social and 
economic ramifications of Fatimid rule. Occasionally.
"
HIST,217,"3.0; 3 cr.
An investigation of the politics and society of Egypt and Syria during the regime of the 
Mamluk Sultanate by means of a chronological and thematic survey of the period from 
1250 to 1517. Using all sources available—historical, archaeological, literary—students 
investigate the origins and nature of the Mamluk institution and its impact on society 
and politics in the Middle East. Alternate years.
"
HIST,218,"3.0; 3 cr.
A course that focuses on the Abbasid court in the ninth and tenth centuries. It seeks 
to  define  the  terms  court  and  courtiers  within  the  Abbasid  context  and  studies  the 
structure that defined the court in a physical way, the Abbasid court culture; the role 
of  ceremonial,  the  interpenetration  of  harem  and  court,  and  the  understanding  of 
particular functions of courtiers. Alternate years.
"
HIST,219,"3.0, 3 cr.
A  survey  of  major  disciplines  in  Islamic  thought  as  they  developed  in  the  first  four 
centuries of Islamic history.  The course covers topics such as the compilation of the 
Qur’an  and  Qur’an  interpretation,  the  development  of  hadith,  the  evolution  of  legal 
thinking  and  legal  schools,  political  thought,  theological  discussions,  and  sectarian 
movements. Annually.
"
HIST,220,"3.0; 3 cr.
A  term-specific  variety  of  courses  that  focus  on  provincial  history  and  deal  with  the 
affairs, both urban and rural, of a particular region or locality. Courses may include such 
titles as Bilad al-Sham, 600–1097 and Rural Syria in Ottoman times. May be repeated 
for credit under different topics. Occasionally.
"
HIST,225,"3.0; 3 cr.
A survey of Byzantine history from the foundation of Constantinople in 330 to the end 
of the Iconoclast controversy and the establishment of the Macedonian dynasty in the 
later  ninth  century.  Readings  focus  on  doctrinal  controversies,  the  reconstruction  of 
the empire in the seventh century, and foreign relations, as well as artistic and cultural 
expression. Alternate years.
"
HIST,226,"3.0; 3 cr.
A  continuation  of  HIST  225,  down  to  the  fall  of  Constantinople.  Topics  include  the 
encounter  with  the  Crusades  and  the  Italian  maritime  states,  changes  in  Byzantine 
society, and the erosion and fragmentation of the empire in the thirteenth and fourteenth 
centuries. Alternate years.
"
HIST,227,"3.0; 3 cr.
A  survey  of  the  history  of  the  Crusades  from  the  beginning  of  the  movement  in  the 
eleventh century until the demise of the Crusader states in the Middle East at the end of 
the thirteenth century. This course investigates the political and social conditions in the 
Levant that enabled the Crusaders’ initial success and ultimate failure. Alternate years.
"
HIST,230,"3.0; 3 cr.
A  course  on  the  origin,  expansion,  and  development  of  the  Safavid  state  from  the 
establishment of the dynasty as leaders of a Sufi order in the early fourteenth century 
until the fall of the Safavid dynasty and state in the eighteenth century. In addition to 
the political history of Persia during this period, this course examines the economic, 
social, and intellectual life in Persia under the Safavids. Occasionally.
"
HIST,233,"3.0; 3 cr. (in Arabic)
A  course  that  covers  Arabia  before  the  coming  of  Islam,  explaining  in  some  detail 
the  history  of  the  various  Arabian  kingdoms  of  both  Southern  and  Western  Arabia. 
Particular importance is attached to the study of surviving epigraphy and the historical 
dimensions of Jahili poetry. Occasionally.
"
HIST,234,"3.0; 3 cr. (in Arabic)
A survey of the Rashidun and Umayyad period, with special emphasis on the politics 
and society of the Umayyad Caliphate and its place in early Arab Islamic civilization. 
Original texts are used in addition to modern studies. Occasionally.
"
HIST,235,"3.0; 3 cr. (in Arabic)
A course that covers the first two centuries of the Abbasid Empire until the arrival of 
the Buyids, the first dynasty openly to take the Abbasids under their wing. This course 
places particular emphasis on the culture of the period as well as on Abbasid institutions 
of government and society. Occasionally.
"
HIST,236,"3.0; 3 cr. (in Arabic)
A course that covers Arab history from the Buyids to the Mamluks, also discussing other 
major dynasties such as the Seljuks, Zengids, and Ayyubids. Occasionally.
"
HIST,237,"A course on the formation, consolidation, and expansion of the Ottoman state from its 
birth as a ghazi principality in northwestern Anatolia in the late thirteenth century until 
the end of the so-called Classical Age. This course emphasizes political and institutional 
developments. Alternate years.
"
